baseline_model_id,candidate_model_id,split,row_index,grna_target_id,baseline_genome,candidate_genome,label,baseline_score,candidate_score,score_delta_candidate_minus_baseline,baseline_pred,candidate_pred,baseline_confusion,candidate_confusion,transition
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,96,1120,,,0,0.04325557872653,0.032613568007946,-0.010642010718583998,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,97,1120,,,0,0.0374910458922386,0.0289263874292373,-0.008564658463001303,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,98,1120,,,0,0.0363558530807495,0.0279198437929153,-0.008436009287834199,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,99,1120,,,0,0.0244715642184019,0.0255163963884115,0.0010448321700096026,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,100,1120,,,0,0.0385608449578285,0.0306077972054481,-0.007953047752380402,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,101,1120,,,0,0.0335300005972385,0.0321907810866832,-0.001339219510555302,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,102,1120,,,0,0.039488561451435,0.0279128439724445,-0.0115757174789905,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,103,1120,,,0,0.0582598783075809,0.0325716584920883,-0.025688219815492602,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,104,1120,,,0,0.0483844764530658,0.0293092131614685,-0.019075263291597304,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,105,1120,,,0,0.0326669998466968,0.0287975389510393,-0.0038694608956574977,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,106,1120,,,0,0.0308995209634304,0.0306564234197139,-0.00024309754371650005,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,107,1120,,,0,0.0625117868185043,0.0476988404989242,-0.014812946319580106,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,108,1120,,,0,0.0317657217383384,0.0303968414664268,-0.0013688802719116003,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,109,1120,,,0,0.0536764338612556,0.0237144287675619,-0.0299620050936937,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,110,1408,,,0,0.0335040129721164,0.0286667682230472,-0.0048372447490692,1,0,FP,TN,FP_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,111,1408,,,0,0.0167382042855024,0.0288828145712614,0.012144610285759,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,112,1408,,,0,0.0153076909482479,0.0245043132454156,0.009196622297167702,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,113,1408,,,0,0.0123376864939928,0.0216260999441146,0.009288413450121798,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,114,1408,,,0,0.0224402789026498,0.0302149634808301,0.007774684578180299,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,115,1408,,,0,0.019393129274249,0.0292777214199304,0.009884592145681399,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,116,1408,,,0,0.0237991195172071,0.0274220686405897,0.0036229491233825996,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,117,1408,,,0,0.0149641903117299,0.0258521437644958,0.010887953452765902,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,118,1408,,,0,0.0170578882098197,0.0239534899592399,0.006895601749420201,0,0,TN,TN,TN_to_TN
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,119,1505,,,1,0.5996592044830322,0.8717800974845886,0.2721208930015564,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,120,1505,,,1,0.0919342562556266,0.4029949009418487,0.3110606446862221,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,121,1505,,,1,0.1099062338471412,0.4702531993389129,0.3603469654917717,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,122,1505,,,1,0.1342780888080597,0.3934211730957031,0.25914308428764343,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,123,1505,,,1,0.0589660219848156,0.2858319282531738,0.22686590626835818,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,124,1505,,,1,0.1336619406938552,0.4770308136940002,0.34336887300014496,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,125,1505,,,1,0.0820086970925331,0.4599192142486572,0.3779105171561241,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,126,1505,,,1,0.1184238418936729,0.3675616383552551,0.24913779646158224,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,127,1505,,,1,0.2020883411169052,0.5773316621780396,0.37524332106113434,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,128,1505,,,1,0.1163128986954689,0.5123639106750488,0.3960510119795799,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,129,1505,,,1,0.143937736749649,0.3571277260780334,0.2131899893283844,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,130,1505,,,1,0.0804104804992675,0.393994390964508,0.3135839104652405,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,131,1505,,,1,0.0769170150160789,0.3985993564128876,0.3216823413968087,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,132,1505,,,1,0.1295115947723388,0.4098910093307495,0.2803794145584107,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,133,1505,,,1,0.1392009556293487,0.5046404600143433,0.36543950438499456,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,134,1505,,,1,0.1404659897089004,0.4096011221408844,0.269135132431984,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,135,1505,,,1,0.1001961827278137,0.4271592497825622,0.3269630670547485,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,136,1505,,,1,0.067449502646923,0.2012412846088409,0.13379178196191788,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,137,1505,,,1,0.126038447022438,0.4462602734565735,0.3202218264341355,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,138,1505,,,1,0.1186641082167625,0.2287404537200927,0.11007634550333019,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,139,1505,,,1,0.0722730010747909,0.2930521965026855,0.2207791954278946,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,140,1505,,,1,0.0918066278100013,0.2324679046869278,0.14066127687692648,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,141,1505,,,1,0.2135856002569198,0.6207050681114197,0.4071194678544999,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,142,1505,,,1,0.0971418395638465,0.2376094907522201,0.1404676511883736,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,143,1505,,,1,0.1338209807872772,0.4697744846343994,0.3359535038471222,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,144,1505,,,1,0.139103502035141,0.3767966032028198,0.23769310116767883,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,145,1505,,,1,0.0839089304208755,0.3931840360164642,0.3092751055955887,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,146,1505,,,1,0.1149621903896331,0.3955165445804596,0.2805543541908265,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,147,1505,,,1,0.0943749323487281,0.4071601331233978,0.31278520077466976,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,148,1505,,,1,0.1160630211234092,0.2119167596101761,0.09585373848676688,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,149,1505,,,1,0.0903920829296112,0.4091524481773376,0.3187603652477264,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,150,1505,,,1,0.1596501618623733,0.4388693273067474,0.2792191654443741,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,151,1505,,,1,0.1171688735485076,0.3544918596744537,0.2373229861259461,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,152,1505,,,1,0.1270623505115509,0.5256780982017517,0.3986157476902008,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,153,1505,,,1,0.09600580483675,0.3718758523464203,0.27587004750967026,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,154,1505,,,1,0.1193857491016388,0.3456439673900604,0.22625821828842163,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,155,1505,,,1,0.1910741925239563,0.4812383353710174,0.2901641428470611,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,156,1505,,,1,0.1226421296596527,0.4832789301872253,0.3606368005275726,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,157,1505,,,1,0.1159780025482177,0.2793693840503692,0.1633913815021515,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,158,1505,,,1,0.1147858276963234,0.4399167895317077,0.3251309618353843,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,159,1505,,,1,0.2271536439657211,0.5082188248634338,0.2810651808977127,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,160,1505,,,1,0.0661608800292015,0.2950664460659027,0.2289055660367012,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,161,1505,,,1,0.1291541010141372,0.2742649614810943,0.1451108604669571,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,162,1505,,,1,0.1341911256313324,0.5487626194953918,0.41457149386405945,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,163,1505,,,1,0.1423370987176895,0.3659394979476928,0.22360239923000333,1,1,TP,TP,TP_to_TP
graph_c_gcn_s5b,graph_c_gatv2_s7b,test,164,1505,,,1,0.1300810873508453,0.3642012476921081,0.2341201603412628,1,1,TP,TP,TP_to_TP
